LocationCode,RegionCode,BldgAddress1,BldgAddress2,BldgCity,BldgCounty,BldgState,BldgZip,CongressionalDistrict,BldgStatus,PropertyType,BldgANSIUsable,TotalParkingSpaces,OwnedLeased,ConstructionDate,HistoricalType,HistoricalStatus,ABAAccessibilityFlag
CA0299,9,9777 VIA DE LA AMISTAD, ,SAN DIEGO,SAN DIEGO,CA,921547209,51,ACTIVE,BUILDING,2088,0,OWNED,1-Jan-94,Field Not In Use,Not Evaluated,Will Conform
CA0300,9,9777 VIA DE LA AMISTAD, ,SAN DIEGO,SAN DIEGO,CA,921547209,51,ACTIVE,STRUCTURE,3769,0,OWNED,1-Jan-94,Field Not In Use,Not Evaluated,Will Conform
CA0301,9,PASEO INT'L-OTAY MESA, ,SAN DIEGO,SAN DIEGO,CA,921547209,51,ACTIVE,BUILDING,9167,0,OWNED,1-Jan-94,Field Not In Use,Not Evaluated,Will Conform
CA0305,9,90 7TH ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941031516,12,ACTIVE,BUILDING,397993,48,OWNED,28-Feb-07,Field Not In Use,Not Evaluated,Will Conform
CA0306,9,501 I ST, ,SACRAMENTO,SACRAMENTO,CA,958147300,6,ACTIVE,BUILDING,405198,334,OWNED,1-Jan-99,Field Not In Use,Not Evaluated,Yes
CA0309,9,2500 TULARE ST, ,FRESNO,FRESNO,CA,937211321,16,ACTIVE,BUILDING,271892,122,OWNED,3-Oct-05,Field Not In Use,Not Evaluated,Will Conform
CA0313,9,1068 MISSION ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941032813,12,EXCESS,BUILDING,0,0,OWNED,1-Jun-13,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0314,9,1064 MISSION ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941032813,12,EXCESS,STRUCTURE,0,175,OWNED,29-Feb-96,Field Not In Use,Not Evaluated,Will Conform
CA0315,9,9048 SIEMPRE VIVA RD, ,SAN DIEGO,SAN DIEGO,CA,921547603,51,ACTIVE,BUILDING,0,0,OWNED,1-Aug-98,Field Not In Use,Not Evaluated,Will Conform
CA0316,9,333 W BROADWAY, ,SAN DIEGO,SAN DIEGO,CA,921013823,52,ACTIVE,BUILDING,296765,98,OWNED,1-Nov-12,Field Not In Use,Not Evaluated,Yes
CA0323,9,350 WEST FIRST STREET, ,LOS ANGELES,LOS ANGELES,CA,900123100,34,ACTIVE,BUILDING,382801,112,OWNED,26-Aug-16,Field Not In Use,Not Evaluated,Will Conform
CA0335,9,795 E SAN YSIDRO BLVD, ,SAN YSIDRO,SAN DIEGO,CA,921733115,51,ACTIVE,BUILDING,32256,0,OWNED,21-Oct-14,Field Not In Use,Not Evaluated,Will Conform
CA0337,9,795 E SAN YSIDRO BLVD, ,SAN YSIDRO,SAN DIEGO,CA,921733115,51,ACTIVE,BUILDING,101441,0,OWNED,30-Jun-14,Field Not In Use,Not Evaluated,Will Conform
CA0340,9,795 E. SAN YSIDRO BOULEVARD, ,SAN DIEGO,SAN DIEGO,CA,921733115,51,ACTIVE,BUILDING,3577,0,OWNED,7-Aug-14,Field Not In Use,Not Evaluated,Yes
CA0341,9,495 Virginia Ave, ,SAN YSIDRO,SAN DIEGO,CA,92173,51,ACTIVE,BUILDING,19791,0,OWNED,15-Jul-16,Field Not In Use,Not Evaluated,Yes
CA0350,9,795 E SAN YSIDRO BLVD, ,SAN YSIDRO,SAN DIEGO,CA,921733115,51,ACTIVE,BUILDING,12880,0,OWNED,24-Mar-10,Field Not In Use,Not Evaluated,Will Conform
CA0363,9,510 19TH ST, ,BAKERSFIELD,KERN,CA,93301,23,ACTIVE,BUILDING,26044,23,OWNED,1-Jul-12,Field Not In Use,Not Evaluated,Yes
CA0364,9,1699 CARR RD, ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,656,0,OWNED,23-Jun-09,Field Not In Use,Not Evaluated,Will Conform
CA0501,9,23 HEFFERNAN AVENUE, ,CALEXICO,IMPERIAL,CA,922319998,51,ACTIVE,BUILDING,0,54,OWNED,1-Jan-33,Field Not In Use,National Register Listed,Will Conform
CA0504,9,US BORDER STATION, ,CALEXICO,IMPERIAL,CA,922319998,51,ACTIVE,BUILDING,0,0,OWNED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA0505,9,200 E 1ST ST, ,CALEXICO,IMPERIAL,CA,922312798,51,ACTIVE,BUILDING,65074,36,OWNED,1-Jan-74,Field Not In Use,Not Evaluated,Will Conform
CA0506,9,US BORDER STATION, ,CALEXICO,IMPERIAL,CA,922319998,51,ACTIVE,BUILDING,14525,63,OWNED,1-Jan-76,Field Not In Use,Not Evaluated,Will Conform
CA0507,9,1699 CARR RD, ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,40582,92,OWNED,1-Jan-96,Field Not In Use,Not Evaluated,Yes
CA0508,9,1699 CARR RD, ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,54933,80,OWNED,1-Jan-96,Field Not In Use,Not Evaluated,Yes
CA0509,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,79080,73,OWNED,1-Jan-96,Field Not In Use,Not Evaluated,Yes
CA0510,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,4095,0,OWNED,1-Jan-96,Field Not In Use,Not Evaluated,Yes
CA0511,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,13153,0,OWNED,1-Jan-96,Field Not In Use,Not Evaluated,Yes
CA0513,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,0,0,OWNED,1-Jan-96,Field Not In Use,Not Evaluated,Yes
CA0514,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,0,0,OWNED,1-Jan-96,Field Not In Use,Not Evaluated,Yes
CA0515,9,2800 COTTAGE WAY, ,SACRAMENTO,SACRAMENTO,CA,958251846,7,ACTIVE,BUILDING,3290,35,OWNED,1-Jan-99,Field Not In Use,Not Evaluated,Yes
CA0516,9,1699 E CARR ROAD, ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,1056,0,OWNED,1-Jan-93,Field Not In Use,Not Evaluated,Will Conform
CA0521,9,24000 AVILA RD, ,LAGUNA NIGUEL,ORANGE,CA,926773400,48,ACTIVE,BUILDING,803242,6198,OWNED,1-Jan-71,Field Not In Use,National Register Eligible,Will Conform
CA0522,9,24000 AVILA RD, ,LAGUNA NIGUEL,ORANGE,CA,926773400,48,ACTIVE,BUILDING,0,0,OWNED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA0523,9,24000 AVILA RD, ,LAGUNA NIGUEL,ORANGE,CA,926773400,48,ACTIVE,BUILDING,0,0,OWNED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA0524,9,24000 AVILA ROAD, ,LAGUNA NIGUEL,ORANGE,CA,926773405,48,ACTIVE,BUILDING,0,0,OWNED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA0525,9,24000 AVILA ROAD, ,LAGUNA NIGUEL,ORANGE,CA,926773405,48,ACTIVE,BUILDING,0,0,OWNED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA0526,9,24000 AVILA ROAD, ,LAGUNA NIGUEL,ORANGE,CA,926773405,48,ACTIVE,BUILDING,0,0,OWNED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA0527,9,24000 AVILA RD, ,LAGUNA NIGUEL,ORANGE,CA,926773400,48,ACTIVE,BUILDING,0,0,OWNED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA0540,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL,CA,922319703,51,ACTIVE,BUILDING,5531,0,OWNED,7-Nov-13,Field Not In Use,Not Evaluated,Will Conform
CA0581,9,801 E SAN YSIDRO BLVD, ,SAN YSIDRO,SAN DIEGO,CA,921733116,51,ACTIVE,BUILDING,13912,17,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
CA0621,9,235 ANDRADE RD, ,WINTERHAVEN,IMPERIAL,CA,922839775,51,ACTIVE,BUILDING,5862,6,OWNED,1-Jan-58,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0622,9,ANDRADE PORT OF ENTRY,235 ANDRADE ROAD,WINTERHAVEN,IMPERIAL,CA,922839998,51,ACTIVE,BUILDING,3216,0,OWNED,1-Jan-58,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0623,9,"ANDRADE PORT OF ENTRY,235 ANDRADE", ,WINTERHAVEN,IMPERIAL,CA,922839998,51,ACTIVE,BUILDING,1302,0,OWNED,1-Jan-58,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0624,9,235 ANDRADE ROAD, ,WINTERHAVEN,IMPERIAL,CA,922839998,51,ACTIVE,BUILDING,442,0,OWNED,21-Jul-14,Field Not In Use,Not Evaluated,Will Conform
CA0761,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,18441,3,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0762,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,5709,0,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0763,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,5723,0,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0765,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,6010,0,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0773,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,18738,1,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0774,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,758,0,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,No
CA0775,9,620 CENTRAL AVE., ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,707,0,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0776,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,0,0,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,No
CA0777,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,0,0,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0779,9,620 CENTRAL AVE, ,ALAMEDA,ALAMEDA,CA,945017815,13,EXCESS,BUILDING,0,0,OWNED,1-Jan-42,Field Not In Use,Evaluated - Not Historic,No
CA0801,9,US BORDER STATION, ,TECATE,SAN DIEGO,CA,921547209,51,ACTIVE,BUILDING,12790,0,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
CA0802,9,US BORDER STATION, ,TECATE,SAN DIEGO,CA,921547209,51,ACTIVE,BUILDING,2093,0,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
CA0803,9,US BORDER STATION, ,TECATE,SAN DIEGO,CA,921547209,51,ACTIVE,BUILDING,2093,0,OWNED,1-Jan-32,Field Not In Use,National Register Listed,Will Conform
CA0804,9,U.S. BORDER STATION, ,TECATE,SAN DIEGO,CA,921547209,51,ACTIVE,BUILDING,15120,0,OWNED,1-Jan-83,Field Not In Use,Not Evaluated,Will Conform
CA0805,9,SOUTHEND HIGHWAY 188, ,TECATE,SAN DIEGO,CA,919804001,51,ACTIVE,BUILDING,12294,0,OWNED,1-Sep-05,Field Not In Use,Not Evaluated,Yes
CA0901,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,34718,12,OWNED,1-Jan-53,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0902,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,33273,0,OWNED,1-Jan-56,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0903,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,70644,207,OWNED,1-Jan-53,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0904,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,2676,0,OWNED,1-Jan-80,Field Not In Use,Not Evaluated,Will Conform
CA0905,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,1978,0,OWNED,1-Jan-75,Field Not In Use,Not Evaluated,Will Conform
CA0906,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,7940,0,OWNED,1-Jan-78,Field Not In Use,Not Evaluated,Will Conform
CA0907,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,1198,0,OWNED,1-Jan-76,Field Not In Use,Not Evaluated,Will Conform
CA0908,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,4081,0,OWNED,1-Jan-82,Field Not In Use,Not Evaluated,Will Conform
CA0909,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,7798,0,OWNED,1-Jan-83,Field Not In Use,Not Evaluated,Will Conform
CA0910,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,0,0,OWNED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA0912,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,1957,0,OWNED,1-Jan-83,Field Not In Use,Not Evaluated,Will Conform
CA0913,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,392,0,OWNED,1-Jan-76,Field Not In Use,Not Evaluated,Will Conform
CA0914,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,8688,0,OWNED,1-Jan-90,Field Not In Use,Not Evaluated,Will Conform
CA0915,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,107044,0,OWNED,1-Jan-95,Field Not In Use,Not Evaluated,Will Conform
CA0916,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,2906,0,OWNED,1-Jan-95,Field Not In Use,Not Evaluated,Will Conform
CA0917,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,10510,0,OWNED,1-Jan-99,Field Not In Use,Not Evaluated,Will Conform
CA0918,9,345 MIDDLEFIELD RD, ,MENLO PARK,SAN MATEO,CA,940253561,18,ACTIVE,BUILDING,6252,0,OWNED,1-Jan-93,Field Not In Use,Not Evaluated,Will Conform
CA2171,9,1287 W HOBSON WAY, ,BLYTHE,RIVERSIDE,CA,922251423,36,ACTIVE,BUILDING,2655,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA2312,9,1020 OBRIEN DR, ,MENLO PARK,SAN MATEO,CA,940251409,14,ACTIVE,BUILDING,20000,21,LEASED,1-Jan-58,Field Not In Use,Not Evaluated,Will Conform
CA4002,9,831 MITTEN RD, ,BURLINGAME,SAN MATEO,CA,940101324,12,ACTIVE,BUILDING,540,3,LEASED,1-Jan-62,Field Not In Use,Not Evaluated,Will Conform
CA4515,9,609 SECOND STREET, ,DAVIS,YOLO,CA,956164620,3,ACTIVE,BUILDING,9713,2,LEASED,1-Jan-63,Field Not In Use,Not Evaluated,Will Conform
CA4537,9,5635 STRATFORD CIRCLE, ,STOCKTON,SAN JOAQUIN,CA,952075055,9,ACTIVE,BUILDING,3040,5,LEASED,1-Jan-77,Field Not In Use,Not Evaluated,Will Conform
CA4648,9,1064 E HOBSON WAY, ,BLYTHE,RIVERSIDE,CA,922254941,36,ACTIVE,LAND,0,0,LEASED,1-Jan-06,Field Not In Use,Not Evaluated,Will Conform
CA4664,9,5045 E. BUTLER AVE., ,FRESNO,FRESNO,CA,937275136,16,ACTIVE,BUILDING,456087,2641,LEASED,1-Jan-71,Field Not In Use,Not Evaluated,Will Conform
CA4964,9,550 KEARNY ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941082527,12,ACTIVE,BUILDING,7639,2,LEASED,1-Jan-57,Field Not In Use,National Register Eligible,Will Conform
CA5149,9,1030 OBRIEN DR, ,MENLO PARK,SAN MATEO,CA,940251409,14,ACTIVE,BUILDING,18000,18,LEASED,1-Jan-60,Field Not In Use,Not Evaluated,Will Conform
CA5151,9,"ADMIN OFF,BLDG 100 INTL TERMINAL",PO BOX 8097,SAN FRANCISCO,SAN FRANCISCO,CA,941280000,14,ACTIVE,BUILDING,13312,68,LEASED,1-Jan-00,Field Not In Use,Not Evaluated,Will Conform
CA5175,9,350 S FIGUEROA ST,SUITE 140,LOS ANGELES,LOS ANGELES,CA,900711102,34,ACTIVE,BUILDING,22897,38,LEASED,1-Jan-74,Field Not In Use,Not Evaluated,Yes
CA5201,9,230 E SPRUCE ST, ,INGLEWOOD,LOS ANGELES,CA,903012709,43,ACTIVE,BUILDING,14017,3,LEASED,1-Jan-78,Field Not In Use,Not Evaluated,Yes
CA5408,9,100 EAST ALVIN DRIVE,100 EAST ALVIN DRIVE,SALINAS,MONTEREY,CA,939062404,20,ACTIVE,BUILDING,60385,301,LEASED,1-Jan-78,Field Not In Use,Not Evaluated,Will Conform
CA5468,9,631 N MARKET BLVD, ,SACRAMENTO,SACRAMENTO,CA,958341212,3,ACTIVE,BUILDING,9600,3,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Will Conform
CA5521,9,906 N ST, ,FRESNO,FRESNO,CA,937212244,16,ACTIVE,BUILDING,0,0,LEASED,1-Jan-52,Field Not In Use,National Register Eligible,Will Conform
CA5620,9,2634 JUNIPER LANE, ,SACRAMENTO,SACRAMENTO,CA,958251910,7,ACTIVE,BUILDING,10000,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA5754,9,770 W HAMILTON AVE, ,CAMPBELL,SANTA CLARA,CA,950080403,18,ACTIVE,BUILDING,8717,1,LEASED,1-Jan-80,Field Not In Use,Not Evaluated,Will Conform
CA5808,9,LOMA PRIETA #1, ,LOS GATOS,SANTA CLARA,CA,95120,18,ACTIVE,STRUCTURE,5,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA5812,9,2202 MONTEREY STREET, ,FRESNO,FRESNO,CA,937213129,16,ACTIVE,BUILDING,22870,19,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA5817,9,222 E CARRILLO STREET, ,SANTA BARBARA,SANTA BARBARA,CA,931012139,24,ACTIVE,BUILDING,10713,1,LEASED,1-Jan-81,Field Not In Use,Not Evaluated,Will Conform
CA5922,9,111 N LA BREA AVE,2ND FLOOR,INGLEWOOD,LOS ANGELES,CA,903011752,43,ACTIVE,BUILDING,9979,13,LEASED,1-Jan-81,Field Not In Use,Not Evaluated,Yes
CA5938,9,555 W BEECH ST, ,SAN DIEGO,SAN DIEGO,CA,921012936,52,ACTIVE,BUILDING,11951,13,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Will Conform
CA5939,9,401 W A ST,SUITE 2075,SAN DIEGO,SAN DIEGO,CA,921017901,52,ACTIVE,BUILDING,51514,33,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Will Conform
CA5946,9,1125 16TH ST, ,ARCATA,HUMBOLDT,CA,955215585,2,ACTIVE,BUILDING,2032,6,LEASED,1-Jan-25,Field Not In Use,National Register Eligible,Will Conform
CA5961,9,1901 W. PACIFIC AVENUE, ,WEST COVINA,LOS ANGELES,CA,917902035,32,ACTIVE,BUILDING,3474,11,LEASED,1-Jan-84,Field Not In Use,Not Evaluated,Will Conform
CA5986,9,4542 RUFFNER ST, ,SAN DIEGO,SAN DIEGO,CA,921112216,52,ACTIVE,BUILDING,4406,9,LEASED,1-Jan-87,Field Not In Use,Not Evaluated,Will Conform
CA6000,9,160 SPEAR ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941051542,12,ACTIVE,BUILDING,27950,2,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6016,9,1320 E OLYMPIC BLVD, ,LOS ANGELES,LOS ANGELES,CA,900211948,34,ACTIVE,BUILDING,1363,6,LEASED,1-Jan-84,Field Not In Use,Not Evaluated,Will Conform
CA6044,9,1324 MANGROVE AVE, ,CHICO,BUTTE,CA,959262628,1,ACTIVE,BUILDING,315,0,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Will Conform
CA6054,9,3240 S HIGUERA ST, ,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,934016920,24,ACTIVE,BUILDING,9233,8,LEASED,1-Jan-78,Field Not In Use,Not Evaluated,Will Conform
CA6062,9,600 W SANTA ANA BLVD, ,SANTA ANA,ORANGE,CA,927014558,46,ACTIVE,BUILDING,2367,8,LEASED,1-Jan-79,Field Not In Use,Not Evaluated,Will Conform
CA6093,9,222 NO. SEPULVEDA BLVD., ,EL SEGUNDO,LOS ANGELES,CA,902455623,33,ACTIVE,BUILDING,59793,142,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6104,9,901 MARKET ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941031729,12,ACTIVE,BUILDING,38267,9,LEASED,1-Jan-12,Field Not In Use,National Register Listed,Will Conform
CA6109,9,701 B ST, ,SAN DIEGO,SAN DIEGO,CA,921018101,52,ACTIVE,BUILDING,21638,3,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Will Conform
CA6111,9,3750 SOUTH ROBERTSON BL, ,CULVER CITY,LOS ANGELES,CA,902322319,37,ACTIVE,BUILDING,3612,6,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
CA6116,9,55 S MARKET ST, ,SAN JOSE,SANTA CLARA,CA,951132324,19,ACTIVE,BUILDING,115300,39,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA6124,9,7677 OAKPORT ST, ,OAKLAND,ALAMEDA,CA,946211929,13,ACTIVE,BUILDING,16671,45,LEASED,1-Jan-83,Field Not In Use,Not Evaluated,Will Conform
CA6139,9,4330 WATT AVE, ,NORTH HIGHLANDS,SACRAMENTO,CA,958217012,6,ACTIVE,BUILDING,80151,30,LEASED,1-Jan-88,Field Not In Use,Not Evaluated,Will Conform
CA6153,9,2099 RANGE AVENUE, ,SANTA ROSA,SONOMA,CA,954053518,5,ACTIVE,BUILDING,14261,67,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6218,9,225 W BROADWAY, ,GLENDALE,LOS ANGELES,CA,912041331,28,ACTIVE,BUILDING,42572,4,LEASED,1-Jan-81,Field Not In Use,Not Evaluated,Will Conform
CA6229,9,1111 CIVIC DRIVE, ,WALNUT CREEK,CONTRA COSTA,CA,945963895,11,ACTIVE,BUILDING,10300,2,LEASED,1-Jan-78,Field Not In Use,Not Evaluated,Will Conform
CA6231,9,18000 STUDEBAKER ROAD, ,CERRITOS,LOS ANGELES,CA,907032679,38,ACTIVE,BUILDING,3286,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6242,9,11075 BLACK MARBLE WAY, ,REDDING,SHASTA,CA,960032912,1,ACTIVE,BUILDING,2076,17,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6263,9,112 EL CAMINO PLZ, ,SACRAMENTO,SACRAMENTO,CA,958153463,6,ACTIVE,BUILDING,2980,3,LEASED,1-Jan-84,Field Not In Use,Not Evaluated,Will Conform
CA6271,9,6377 RIVERSIDE AVENUE, ,RIVERSIDE,RIVERSIDE,CA,925063124,41,ACTIVE,BUILDING,5834,28,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6274,9,101 W BROADWAY, ,SAN DIEGO,SAN DIEGO,CA,921018201,52,ACTIVE,BUILDING,65479,88,LEASED,1-Jan-81,Field Not In Use,Not Evaluated,Yes
CA6308,9,"355 N. WIGET; BLDG B""""", ,WALNUT CREEK,CONTRA COSTA,CA,945982405,11,ACTIVE,BUILDING,22500,75,LEASED,1-Jan-80,Field Not In Use,Not Evaluated,Will Conform
CA6309,9,200 W SANTA ANA BLVD, ,SANTA ANA,ORANGE,CA,927014134,46,ACTIVE,BUILDING,22629,13,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6311,9,1000 S MAIN ST, ,SALINAS,MONTEREY,CA,939012352,20,ACTIVE,BUILDING,2553,2,LEASED,1-Jan-48,Field Not In Use,National Register Eligible,Will Conform
CA6314,9,3230 E. IMPERIAL HWY, ,BREA,ORANGE,CA,928216721,39,ACTIVE,BUILDING,8013,3,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Yes
CA6330,9,75 HAWTHORNE ST, ,SAN FRANCISCO,SAN FRANCISCO,CA,941053902,12,ACTIVE,BUILDING,253919,9,LEASED,1-Jan-86,Field Not In Use,Not Evaluated,Will Conform
CA6333,9,6340 VARIEL AVENUE, ,LOS ANGELES,LOS ANGELES,CA,913672514,30,ACTIVE,BUILDING,17670,87,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6342,9,5300 OFFICE PARK DRIVE, ,BAKERSFIELD,KERN,CA,933090618,23,ACTIVE,BUILDING,15336,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6344,9,401 EAST OCEAN BLVD, ,LONG BEACH,LOS ANGELES,CA,908024965,47,ACTIVE,BUILDING,5650,12,LEASED,1-Jan-83,Field Not In Use,Not Evaluated,Will Conform
CA6355,9,1261 TRAVIS BLVD,SUITE 290,FAIRFIELD,SOLANO,CA,945334897,3,ACTIVE,BUILDING,2537,8,LEASED,1-Jan-89,Field Not In Use,Not Evaluated,Will Conform
CA6359,9,330 N BRAND BLVD, ,GLENDALE,LOS ANGELES,CA,912032308,28,ACTIVE,BUILDING,28554,14,LEASED,1-Jan-83,Field Not In Use,Not Evaluated,Will Conform
CA6370,9,800 S CLAREMONT ST, ,SAN MATEO,SAN MATEO,CA,944021451,14,ACTIVE,BUILDING,8575,3,LEASED,1-Jan-74,Field Not In Use,Not Evaluated,Yes
CA6375,9,950 HAMPSHIRE ROAD, ,THOUSAND OAKS,VENTURA,CA,913612819,26,ACTIVE,BUILDING,9087,0,LEASED,1-Jan-82,Field Not In Use,Not Evaluated,Will Conform
CA6380,9,301 HOWARD STREET, ,SAN FRANCISCO,SAN FRANCISCO,CA,941056607,12,ACTIVE,BUILDING,46943,2,LEASED,1-Jan-88,Field Not In Use,Not Evaluated,Will Conform
CA6387,9,2420 VISTA WAY, ,OCEANSIDE,SAN DIEGO,CA,920546190,49,ACTIVE,BUILDING,5707,14,LEASED,1-Jan-88,Field Not In Use,Not Evaluated,Will Conform
CA6388,9,2302 MARTIN STREET,SUITES 315 & 330,IRVINE,ORANGE,CA,926121466,45,ACTIVE,BUILDING,6647,20,LEASED,1-Jan-80,Field Not In Use,Not Evaluated,Yes
CA6389,9,26722 PLAZA, ,MISSION VIEJO,ORANGE,CA,926916390,45,ACTIVE,BUILDING,4952,18,LEASED,1-Jan-87,Field Not In Use,Not Evaluated,Will Conform
